5.81	6.7	7.72	8.54	8.78	7.64	5.79	5.23	5.67	6.46	6.15	5.59
5.81	6.61	7.58	8.55	8.69	7.54	5.76	5.14	5.69	6.43	6.05	5.53
5.76	6.69	7.59	8.54	8.86	7.5	5.71	5.15	5.63	6.46	6.09	5.66
5.81	6.52	7.6	8.36	8.68	7.64	5.79	5.17	5.64	6.41	6.17	5.62
5.72	6.69	7.57	8.47	8.88	7.54	5.68	5.15	5.64	6.39	6.14	5.68
5.78	6.66	7.66	8.36	8.65	7.5	5.8	5.09	5.62	6.5	6.24	5.65
5.66	6.67	7.56	8.49	8.82	7.63	5.74	5.07	5.64	6.46	6.15	5.51
5.77	6.71	7.77	8.43	8.73	7.5	5.66	5.15	5.65	6.43	6.15	5.68
5.79	6.61	7.6	8.52	8.87	7.45	5.7	5.14	5.65	6.44	6.04	5.57
5.82	6.64	7.53	8.43	8.88	7.49	5.74	5.14	5.61	6.43	6.21	5.66
5.76	6.71	7.68	8.49	8.71	7.66	5.86	5.14	5.68	6.46	6.16	5.6
5.68	6.71	7.59	8.56	8.84	7.44	5.68	5.12	5.65	6.49	6.18	5.68
5.77	6.73	7.69	8.43	8.78	7.47	5.67	5.14	5.65	6.43	6.22	5.69
5.76	6.67	7.58	8.43	8.7	7.64	5.86	5.14	5.65	6.44	6.26	5.66
5.73	6.63	7.64	8.55	8.9	7.38	5.66	5.14	5.63	6.44	6.18	5.58
5.74	6.61	7.57	8.42	8.71	7.38	5.65	5.16	5.63	6.44	6.08	5.68
5.64	6.65	7.65	8.49	8.81	7.34	5.7	5.14	5.7	6.45	6.19	5.65
5.81	6.67	7.65	8.49	8.79	7.44	5.67	5.12	5.69	6.39	6.19	5.64
5.76	6.65	7.66	8.52	8.69	7.54	5.71	5.13	5.69	6.54	6.2	5.66
5.8	6.63	7.69	8.54	8.91	7.52	5.73	5.17	5.64	6.45	6.07	5.64
5.73	6.67	7.69	8.54	8.87	7.54	5.67	5.15	5.64	6.43	6.15	5.59
5.74	6.65	7.59	8.49	8.69	7.69	5.81	5.12	5.66	6.37	6.08	5.66
5.78	6.73	7.71	8.57	8.79	7.64	5.79	5.17	5.69	6.43	6.06	5.65
5.72	6.58	7.57	8.59	8.83	7.44	5.62	5.11	5.68	6.46	6.21	5.6
5.73	6.72	7.71	8.44	8.55	7.59	5.87	5.14	5.67	6.46	6.07	5.56
5.81	6.73	7.59	8.48	8.83	7.57	5.69	5.13	5.7	6.52	6.05	5.6
5.81	6.69	7.64	8.47	8.83	7.58	5.68	5.16	5.71	6.45	6.16	5.66
5.81	6.58	7.64	8.47	8.83	7.54	5.67	5.13	5.65	6.45	6.14	5.65
5.81	6.58	7.66	8.49	8.76	7.54	5.73	5.13	5.64	6.52	6.11	5.67
5.79	6.69	7.68	8.55	8.78	7.72	5.78	5.13	5.71	6.42	6.17	5.61
5.82	6.61	7.6	8.49	8.68	7.61	5.73	5.04	5.7	6.53	6.25	5.69
5.79	6.75	7.74	8.55	8.63	7.34	5.69	5.13	5.63	6.44	6.17	5.71
5.69	6.68	7.63	8.5	8.84	7.58	5.75	5.16	5.67	6.47	6.06	5.62
5.73	6.61	7.71	8.35	8.77	7.71	5.71	5.14	5.63	6.5	6.18	5.72
5.9	6.66	7.68	8.48	8.87	7.39	5.69	5.17	5.69	6.41	6.18	5.71
5.72	6.65	7.61	8.46	8.73	7.58	5.71	5.14	5.73	6.43	6.19	5.6
5.88	6.6	7.69	8.58	8.91	7.35	5.55	5.14	5.74	6.47	6.13	5.62
5.79	6.76	7.61	8.46	8.88	7.54	5.69	5.15	5.57	6.5	6.17	5.67
5.73	6.69	7.57	8.48	8.83	7.55	5.68	5.11	5.69	6.52	6.16	5.7
5.81	6.65	7.64	8.56	8.83	7.58	5.77	5.15	5.7	6.52	6.23	5.76
5.83	6.64	7.67	8.52	8.8	7.74	5.67	5.13	5.6	6.46	6.19	5.6
5.82	6.62	7.58	8.52	8.84	7.52	5.68	5.13	5.65	6.44	6.22	5.58
5.72	6.59	7.56	8.36	8.83	7.69	5.72	5.12	5.69	6.48	6.15	5.78
5.81	6.65	7.72	8.47	8.81	7.68	5.72	5.15	5.67	6.47	6.17	5.6
5.79	6.71	7.71	8.54	8.84	7.43	5.68	5.07	5.61	6.46	6.22	5.76
5.81	6.69	7.65	8.55	8.82	7.68	5.78	5.17	5.58	6.4	6.18	5.74
5.79	6.65	7.62	8.5	8.89	7.66	5.75	5.17	5.6	6.44	6.29	5.6
5.77	6.63	7.66	8.58	8.88	7.57	5.85	5.19	5.67	6.54	6.22	5.69
5.82	6.7	7.57	8.54	8.83	7.56	5.67	5.16	5.7	6.47	6.15	5.7
5.73	6.69	7.74	8.49	8.62	7.63	5.87	5.14	5.7	6.58	6.25	5.68
5.85	6.79	7.49	8.45	8.78	7.65	5.79	5.09	5.69	6.67	6.31	5.78
5.63	6.76	7.84	8.57	8.78	7.64	5.63	5.1	5.68	6.54	6.24	5.76
5.6	6.61	7.71	8.56	8.84	7.55	5.75	5.08	5.6	6.38	6.28	5.67
5.77	6.69	7.82	8.54	8.65	7.46	5.6	5.08	5.56	6.21	6.07	5.58
5.75	6.73	7.73	8.55	8.77	7.13	5.57	5.11	5.51	6.16	6	5.69
5.7	6.74	7.45	8.46	8.8	7.61	5.67	5.12	5.69	6.48	6.43	5.75
5.81	6.67	7.69	8.49	8.78	7.87	5.67	5.13	5.54	6.23	6.09	5.6
5.64	6.6	7.78	8.48	8.83	7.55	5.55	5.05	5.54	6.25	6.22	5.79
5.78	6.96	7.48	8.51	8.82	7.55	5.68	5.03	5.69	6.42	6.14	5.71
5.75	6.42	7.54	8.61	8.75	7.49	5.44	5.13	5.46	6.28	6.07	5.67
5.78	6.59	7.62	8.46	8.73	7.54	5.75	5.14	5.56	6.43	6.27	5.62
5.83	6.9	7.69	8.46	8.75	7.51	5.77	5.05	5.71	6.38	6.16	5.74
5.88	6.74	7.78	8.57	8.88	7.65	5.68	5.12	5.53	6.53	6.22	5.71
5.81	6.75	7.75	8.39	8.69	7.85	5.75	5.29	5.69	6.52	6.3	5.78
5.75	6.85	7.82	8.63	8.83	7.49	5.98	5.23	5.77	6.64	6.12	5.78
5.82	7.08	7.5	8.49	8.78	7.68	5.73	4.95	5.61	6.6	6.27	5.53
5.66	6.58	7.68	8.41	8.74	7.52	5.79	5.12	5.81	6.58	6.22	5.72
5.85	6.74	7.9	8.66	8.83	7.59	5.75	5.05	5.54	6.49	6.23	5.79
5.74	6.59	7.57	8.55	8.88	7.29	5.64	5.11	5.49	6.45	6.28	5.81
5.73	6.76	7.6	8.48	8.82	7.03	5.47	5.24	5.7	6.26	6.24	5.72
5.86	6.56	7.96	8.51	8.76	7.8	6.21	5.21	5.64	6.55	6.11	5.75
5.82	6.74	7.69	8.88	8.9	7.75	5.81	5.33	5.79	6.16	6.15	5.63
5.82	6.7	7.75	8.54	9.39	7.51	5.85	5.14	6.18	6.32	6.33	5.79
5.75	6.57	7.47	8.51	8.9	7.61	5.72	5.34	5.33	6.3	6.19	5.71
5.61	6.79	7.71	8.45	8.77	7.57	5.62	5.07	5.63	6.6	6.06	5.83
5.81	6.72	7.83	8.43	8.65	7.38	5.7	5.03	5.61	6.43	6.03	5.53
5.6	6.48	7.51	8.35	8.88	7.33	5.54	4.91	5.47	6.29	6.1	5.56
5.61	6.43	7.63	8.6	8.77	7.65	5.74	5.17	5.75	6.46	6.09	5.51
