22.888	24.351	30.033	33.326	36.102	34.318	28.869	28.096	27.128	26.717	22.319	20.165
21.976	22.445	27.909	32.624	33.097	33.555	28.21	27.25	27.018	25.241	20.963	19.5
22.033	23.716	28.182	33.899	35.16	31.299	28.186	27.104	26.691	26.411	21.868	20.859
21.097	21.244	27.7	30.382	35.719	34.44	28.161	27.505	26.444	26.074	23.171	19.888
21.064	23.804	27.48	33.535	36.352	31.336	27.682	27.241	26.461	25.885	23.016	21.027
21.449	23.347	27.46	29.637	33.906	32.453	28.823	25.816	27.838	27.588	23.793	19.676
20.292	24.038	27.532	33.655	35.854	33.242	27.348	26.281	27.32	26.324	22.087	18.871
22.678	24.201	29.448	30.022	34.68	31.063	27.291	27.636	26.687	26.318	22.986	21.097
21.473	23.033	28.423	33.263	35.204	30.469	28.051	27.024	26.676	25.647	21.022	20.304
22.276	22.568	27.277	32.679	36.497	30.936	28.896	26.683	27.014	26.938	23.929	20.43
21.89	24.527	28.695	32.438	35.423	35.316	28.598	26.927	27.389	26.663	22.509	19.683
20.858	24.648	27.873	34.254	34.267	30.67	28.037	26.844	27.759	27.19	23.118	20.942
21.634	24.746	27.935	31.035	34.729	31.075	27.947	27.179	27.188	26.77	23.976	20.653
21.103	23.297	27.134	31.785	35.665	34.768	28.985	26.987	27.506	27.16	24.546	19.828
21.078	23.686	29.007	33.569	35.111	29.288	28.407	27.123	27.095	26.56	23.032	19.204
21.048	22.392	26.606	30.435	32.755	30.117	27.641	27.395	26.46	26.187	21.872	20.764
19.751	24.155	28.225	32.092	33.885	29.576	29.112	26.993	28.055	26.506	23.598	20.608
22.272	23.403	28.293	31.655	34.153	30.535	27.826	26.642	27.471	25.771	23.922	20.11
21.488	23.578	28.415	31.99	33.25	33.134	27.732	27.699	28.225	27.906	23.368	21.017
22.231	23.849	30.291	34.044	37.208	31.236	28.629	27.306	26.618	26.393	21.579	21.045
21.081	24.484	29.334	33.425	35.813	31.494	27.781	27.17	26.636	26.064	22.505	19.438
21.329	23.274	27.822	32.72	35.063	35.46	27.707	26.383	26.98	24.946	22.718	21.163
22.213	25.307	29.837	33.962	35.481	34.327	28.305	27.388	26.931	25.491	21.577	20.595
20.199	23.053	28.351	34.049	33.653	30.607	26.922	27.067	27.761	27.018	23.342	19.678
21.594	24.575	28	30.103	33.079	35.351	28.753	26.748	27.19	25.995	21.499	20.095
22.881	24.032	27.625	33.302	35.391	32.216	27.315	27.289	27.657	26.308	21.055	20.977
22.258	23.667	28.526	32.455	36.354	32.1	27.669	28.015	27.557	26.506	23.253	20.644
